CustomerID,Age,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoansCount,MonthlyEMI,TotalAssets,TotalLiabilities,NetMonthlyIncome,EmploymentType,MaritalStatus,EducationLevel,PropertyOwnership,LoanPurpose,RiskFlag
CUST00042,52,1086191,1892919,4,300,0,39435,4367475,5413024,90515,Salaried,Divorced,Graduate,Rented,Business,0
CUST00043,37,1473793,4207673,7,377,0,50091,7104826,25520,122816,Business Owner,Single,Doctorate,Mortgaged,Medical,0
CUST00044,24,2049103,2698512,17,401,0,13228,3919880,6042453,170758,Unemployed,Married,Graduate,Owned,Personal,0
CUST00045,63,1015019,4401611,23,855,4,15947,2616787,1536651,84584,Self-Employed,Single,Graduate,Rented,Personal,1
CUST00046,41,1963098,2365675,21,406,2,9387,6761126,1486892,163591,Unemployed,Single,Graduate,Owned,Home,0
CUST00047,60,1621474,3166107,23,397,0,11471,4715745,4348934,135122,Business Owner,Divorced,Graduate,Rented,Medical,0
CUST00048,51,835759,1650252,21,802,4,6548,2325566,1928361,69646,Salaried,Widowed,Post-Graduate,Rented,Car,0
CUST00049,55,2293682,3193289,12,827,3,22175,6640979,7703783,191140,Salaried,Single,Post-Graduate,Owned,Home,0
CUST00050,54,1170476,1664924,27,425,4,5138,3285308,1170020,97539,Salaried,Single,Graduate,Mortgaged,Education,0
CUST00051,30,504833,3065533,5,690,0,51092,5919247,1213151,42069,Salaried,Married,Post-Graduate,Mortgaged,Education,0
CUST00052,37,2412342,3954404,21,620,5,15692,3677874,6085535,201028,Self-Employed,Married,High School,Rented,Education,0
CUST00053,42,2296569,2202676,4,646,1,45889,8862466,2292618,191380,Salaried,Married,Graduate,Rented,Car,0
CUST00054,43,266422,2174708,23,486,3,7879,8520977,5715214,22201,Self-Employed,Single,Post-Graduate,Rented,Business,1
CUST00055,23,2270851,1644424,3,750,3,45678,4791061,5451860,189237,Salaried,Divorced,High School,Owned,Business,0
CUST00056,45,2376337,3665811,7,828,1,43640,7133556,1512430,198028,Salaried,Single,Graduate,Rented,Home,0
CUST00057,28,2098355,2980414,12,735,2,20697,1862075,4639177,174862,Salaried,Single,High School,Mortgaged,Education,0
CUST00058,53,749242,2606390,21,841,0,10342,9974013,4294998,62436,Unemployed,Single,High School,Mortgaged,Car,0
CUST00059,51,1633521,176382,2,366,2,7349,2224362,756791,136126,Salaried,Single,High School,Rented,Business,0
CUST00060,61,1414866,595000,8,694,4,6197,8682834,6113914,117905,Salaried,Married,High School,Rented,Education,0
CUST00061,54,1607344,86909,10,899,1,724,8475959,6859203,133945,Salaried,Single,Graduate,Rented,Personal,0
CUST00062,37,1598643,4258729,22,621,3,16131,1863975,7576229,133220,Unemployed,Married,Post-Graduate,Rented,Home,0
CUST00063,63,1652149,4265627,28,865,5,12695,186337,703194,137679,Salaried,Married,High School,Owned,Medical,1
CUST00064,39,1357901,386239,18,509,1,1788,7396716,1428181,113158,Self-Employed,Single,Post-Graduate,Rented,Education,0
CUST00065,36,1772664,279799,15,837,1,1554,8704390,6600752,147722,Salaried,Divorced,Post-Graduate,Owned,Business,0
CUST00066,60,1387525,3918099,10,863,0,32650,7191993,2434638,115627,Salaried,Married,High School,Rented,Home,0
CUST00067,37,188733,2647735,24,673,3,9193,650322,5004303,15727,Self-Employed,Single,Graduate,Mortgaged,Car,1
CUST00068,25,232912,1579184,4,722,1,32899,6490014,2786718,19409,Self-Employed,Single,High School,Rented,Business,1
CUST00069,42,2401517,3094189,4,613,5,64462,3977418,1740648,200126,Self-Employed,Married,Post-Graduate,Rented,Car,0
CUST00070,56,2286738,1220514,6,490,1,16951,9164778,4999818,190561,Salaried,Married,Post-Graduate,Rented,Car,0
CUST00071,30,1526168,1030947,8,621,3,10739,8021744,1644183,127180,Unemployed,Married,Graduate,Owned,Car,0
CUST00072,41,560285,1869014,14,877,1,11125,8009311,1091350,46690,Self-Employed,Married,High School,Rented,Personal,0
CUST00073,27,1986444,4483867,28,308,1,13344,4135392,4243612,165537,Unemployed,Single,High School,Rented,Home,0
CUST00074,51,486732,3847399,19,423,1,16874,3288261,1547432,40561,Salaried,Widowed,Graduate,Mortgaged,Personal,1
CUST00075,42,1036612,990974,12,599,3,6881,8241247,1538007,86384,Salaried,Single,High School,Rented,Medical,0
CUST00076,36,925170,2830519,7,503,0,33696,1240027,6243494,77097,Salaried,Single,Graduate,Mortgaged,Car,1
CUST00077,31,179133,4428349,19,674,0,19422,1092958,4229880,14927,Self-Employed,Married,Graduate,Owned,Car,1
CUST00078,46,2046474,4760507,8,516,3,49588,715311,4336429,170539,Self-Employed,Single,Post-Graduate,Rented,Education,1
CUST00079,50,1347876,3826801,29,695,3,10996,5164268,1147298,112323,Salaried,Married,High School,Rented,Personal,0
CUST00080,62,893193,687861,14,363,1,4094,847053,1283089,74432,Salaried,Single,Graduate,Rented,Personal,0
CUST00081,40,1341896,1241677,16,499,2,6467,5866492,3125897,111824,Salaried,Married,Graduate,Rented,Personal,0
CUST00082,28,150002,1132110,27,715,2,3494,1756732,3107461,12500,Salaried,Married,Post-Graduate,Owned,Medical,1
CUST00083,57,1176924,796183,9,582,4,7372,8919599,3613027,98077,Business Owner,Married,Graduate,Rented,Business,0
CUST00084,49,1371014,917864,14,728,2,5463,4380391,1075953,114251,Salaried,Married,Graduate,Rented,Education,0
CUST00085,52,948335,1615351,16,681,5,8413,1026851,7187486,79027,Salaried,Single,High School,Owned,Medical,1
CUST00086,26,2101394,2799777,8,497,1,29164,6967267,2901520,175116,Salaried,Married,Post-Graduate,Rented,Education,0
CUST00087,35,737091,2019855,2,556,1,84160,3452146,6529799,61424,Salaried,Married,Graduate,Mortgaged,Home,0
CUST00088,55,473887,2133039,9,878,2,19750,2692080,3201594,39490,Unemployed,Married,Post-Graduate,Owned,Personal,0
CUST00089,57,1389730,1266634,4,877,0,26388,6627546,3777402,115810,Salaried,Single,Post-Graduate,Rented,Business,0
CUST00090,40,2235100,797636,20,321,4,3323,9560808,896883,186258,Unemployed,Single,Post-Graduate,Mortgaged,Education,0
CUST00091,56,1031903,4994513,1,723,2,416209,9801307,5413444,85991,Self-Employed,Married,Post-Graduate,Owned,Personal,0
CUST00092,58,259569,3015032,10,594,2,25125,4411496,478667,21630,Self-Employed,Married,Graduate,Owned,Medical,1
CUST00093,38,2429339,1186779,26,300,3,3803,8497915,5983005,202444,Salaried,Married,High School,Rented,Medical,0
CUST00094,60,1194099,4059445,17,680,0,19899,2172543,7052815,99508,Self-Employed,Widowed,Post-Graduate,Rented,Home,0
CUST00095,34,556379,4161642,20,313,2,17340,8480301,2892933,46364,Self-Employed,Married,Post-Graduate,Mortgaged,Home,1
CUST00096,32,1596695,4835560,20,491,5,20148,9426030,7101184,133057,Salaried,Married,Doctorate,Rented,Education,1
CUST00097,51,901214,837632,9,714,3,7755,5220107,5590371,75101,Business Owner,Married,Graduate,Rented,Home,0
CUST00098,49,2353810,3217849,19,787,3,14113,5277913,1623175,196150,Salaried,Single,Doctorate,Rented,Business,0
CUST00099,28,840807,4902210,7,547,3,58359,5686561,5129632,70067,Salaried,Married,High School,Owned,Medical,1
CUST00100,57,1442818,4043016,19,785,2,17732,822741,5613248,120234,Salaried,Married,Graduate,Rented,Personal,1
CUST00101,30,1426776,1166341,20,803,5,4859,8599942,749432,118898,Self-Employed,Single,Graduate,Owned,Personal,0
CUST00102,56,719737,4470514,26,568,5,14328,7402334,5477079,59978,Salaried,Single,High School,Mortgaged,Education,1
CUST00103,22,1323308,2137358,27,403,2,6596,8709293,6481133,110275,Salaried,Married,High School,Owned,Home,0
CUST00104,56,406319,2470150,1,695,5,205845,1241776,735119,33859,Salaried,Married,High School,Owned,Medical,1
CUST00105,55,1662790,2814892,9,308,0,26063,8042518,7036499,138565,Salaried,Single,High School,Mortgaged,Education,0
CUST00106,55,1932047,3868393,16,835,1,20147,3691410,4264634,161003,Salaried,Single,Doctorate,Owned,Education,0
CUST00107,50,2382504,645414,10,532,1,5378,8203855,4932921,198542,Business Owner,Single,Doctorate,Rented,Education,0
CUST00108,42,915584,2719303,18,756,4,12589,9939410,404513,76298,Salaried,Married,Post-Graduate,Mortgaged,Education,0
CUST00109,52,820269,4093259,25,741,3,13644,8808335,4905243,68355,Unemployed,Divorced,Doctorate,Mortgaged,Business,1
CUST00110,33,1439701,2765092,8,583,2,28803,9164084,3635789,119975,Self-Employed,Divorced,Post-Graduate,Owned,Car,0
CUST00111,55,1778013,1409693,26,883,1,4518,1226441,2971852,148167,Self-Employed,Married,Doctorate,Owned,Car,0
CUST00112,45,2482291,328607,26,777,3,1053,3353812,6242534,206857,Unemployed,Single,High School,Rented,Home,0
CUST00113,41,208844,2768886,27,830,1,8545,2997129,1995751,17403,Salaried,Single,Graduate,Rented,Personal,1
CUST00114,43,710017,3531586,3,356,2,98099,5185928,479975,59168,Self-Employed,Married,Post-Graduate,Owned,Home,1
CUST00115,46,766612,2770687,9,590,2,25654,9763523,3994166,63884,Salaried,Married,Graduate,Owned,Medical,0
CUST00116,23,750147,4897799,4,871,5,102037,6889657,5949786,62512,Salaried,Married,Post-Graduate,Mortgaged,Medical,1
CUST00117,28,1239741,3033071,4,787,4,63188,5493283,1069737,103311,Salaried,Single,Graduate,Rented,Medical,0
CUST00118,32,2201338,2565731,2,572,1,106905,8069385,7877304,183444,Self-Employed,Divorced,Graduate,Mortgaged,Education,0
CUST00119,26,222837,324655,13,342,5,2081,1846992,5377799,18569,Business Owner,Single,Graduate,Owned,Education,1
CUST00120,40,2067227,2815056,3,469,3,78196,6639358,7472517,172268,Salaried,Married,Post-Graduate,Rented,Business,1
CUST00121,50,1601523,884662,9,643,2,8191,5080250,3760695,133460,Self-Employed,Divorced,Graduate,Rented,Medical,0
CUST00122,50,1595719,3637447,29,685,3,10452,2112233,985557,132976,Salaried,Married,Graduate,Rented,Car,0
CUST00123,42,1744029,847901,26,854,1,2717,6493263,1420812,145335,Salaried,Married,Graduate,Rented,Car,0
CUST00124,58,421210,4538146,28,355,0,13506,8420712,4005175,35100,Salaried,Married,Graduate,Owned,Car,1
CUST00125,46,1904819,1545153,2,537,2,64381,8299397,4706514,158734,Self-Employed,Married,Graduate,Mortgaged,Education,0
CUST00126,25,733109,2198220,20,463,4,9159,8447155,5873109,61092,Salaried,Married,Post-Graduate,Rented,Personal,1
CUST00127,54,1363950,767325,19,876,2,3365,8140549,6362622,113662,Salaried,Married,Graduate,Owned,Car,0
CUST00128,46,1740663,1092964,4,399,2,22770,4742424,6101864,145055,Salaried,Married,Doctorate,Rented,Home,0
CUST00129,49,1569269,4613510,27,432,5,14239,587490,4710395,130772,Self-Employed,Married,Graduate,Mortgaged,Education,1
CUST00130,46,909343,1454251,12,478,5,10098,9656666,144408,75778,Business Owner,Married,Doctorate,Rented,Personal,1
CUST00131,45,1080753,2589124,29,363,2,7440,4589897,4237291,90062,Salaried,Married,Post-Graduate,Rented,Medical,1
CUST00132,25,1269801,4907927,4,686,0,102248,6364587,6555396,105816,Self-Employed,Married,Post-Graduate,Mortgaged,Home,0
CUST00133,46,246944,3136696,19,614,4,13757,303633,6781739,20578,Self-Employed,Single,Post-Graduate,Owned,Medical,1
CUST00134,56,1856199,256122,4,634,4,5335,8897917,6675632,154683,Salaried,Married,Graduate,Rented,Home,0
CUST00135,35,384886,1819566,28,844,5,5415,8892745,86043,32073,Salaried,Widowed,Graduate,Owned,Car,1
CUST00136,47,1227671,1964925,18,559,5,9096,9289185,3482505,102305,Unemployed,Single,Graduate,Rented,Personal,1
CUST00137,23,1689240,1417418,3,486,3,39372,1821670,4933981,140770,Salaried,Single,Graduate,Rented,Home,0
CUST00138,36,338920,1243839,7,525,0,14807,8445470,1980067,28243,Salaried,Single,Graduate,Owned,Personal,0
CUST00139,40,2489554,2540726,11,780,1,19247,6286259,3277537,207462,Business Owner,Married,High School,Mortgaged,Home,0
CUST00140,64,1036475,1916355,1,617,4,159696,1546441,778914,86372,Business Owner,Single,Post-Graduate,Rented,Car,0
CUST00141,31,187137,1506898,1,401,3,125574,5749121,1548529,15594,Self-Employed,Married,High School,Rented,Personal,1
CUST00142,33,1697789,2094263,27,713,2,6463,4817129,46313,141482,Business Owner,Single,Graduate,Rented,Car,0
CUST00143,39,1460321,1751047,29,747,2,5031,6292741,7836622,121693,Salaried,Single,High School,Rented,Education,0
CUST00144,64,1654780,1182259,16,449,4,6157,928278,6877678,137898,Self-Employed,Single,High School,Owned,Car,1
CUST00145,58,1914870,2291116,27,634,2,7071,5677824,3230510,159572,Salaried,Single,Graduate,Rented,Personal,0
CUST00146,23,1267739,4714391,20,638,0,19643,6807003,34625,105644,Business Owner,Married,Post-Graduate,Mortgaged,Home,0
CUST00147,32,2092920,2553381,1,405,5,212781,7184327,2682102,174410,Salaried,Divorced,Graduate,Owned,Home,1
CUST00148,57,1019852,3007905,21,305,2,11936,7714800,3472518,84987,Salaried,Married,Post-Graduate,Mortgaged,Business,1
CUST00149,24,1431231,4922354,1,730,1,410196,6298488,1352067,119269,Salaried,Divorced,High School,Rented,Car,0
CUST00150,58,522511,3087375,24,669,0,10720,7043635,5293477,43542,Self-Employed,Single,Graduate,Owned,Medical,0
CUST00151,34,1606802,1155446,11,728,2,8753,993972,7982127,133900,Salaried,Divorced,High School,Rented,Home,0
CUST00152,61,764752,2022444,5,526,5,33707,7999073,6751314,63729,Self-Employed,Married,Graduate,Rented,Home,1
CUST00153,34,1787303,2465482,8,609,0,25682,3731002,6848410,148941,Salaried,Married,High School,Mortgaged,Medical,0
CUST00154,40,2032478,2400173,20,888,1,10000,5521247,6647481,169373,Salaried,Married,High School,Rented,Education,0
CUST00155,50,2168570,790083,25,435,1,2633,5511275,559779,180714,Self-Employed,Single,Post-Graduate,Owned,Car,0
CUST00156,27,2333342,573888,17,691,0,2813,9762936,4411900,194445,Salaried,Single,Post-Graduate,Owned,Car,0
CUST00157,45,437380,1782496,5,379,3,29708,3319454,4526031,36448,Self-Employed,Single,Graduate,Rented,Car,1
CUST00158,43,474279,4575596,27,339,1,14122,3904667,807405,39523,Unemployed,Married,Post-Graduate,Rented,Car,1
CUST00159,55,2326528,3600688,23,874,4,13045,7627275,1179209,193877,Self-Employed,Married,Post-Graduate,Mortgaged,Medical,0
CUST00160,64,1044945,4216506,12,377,2,29281,6379739,4521686,87078,Salaried,Widowed,Graduate,Mortgaged,Business,1
CUST00161,50,211140,913587,17,693,3,4478,3247187,5726251,17595,Salaried,Single,Graduate,Mortgaged,Home,1
CUST00162,39,824426,2100653,28,608,0,6251,3508752,1672854,68702,Business Owner,Married,Graduate,Rented,Home,0
CUST00163,39,2115069,2927688,11,785,1,22179,8303973,3872667,176255,Self-Employed,Married,Post-Graduate,Owned,Personal,0
CUST00164,39,984225,2199865,1,627,2,183322,8375030,601642,82018,Business Owner,Single,Graduate,Rented,Business,0
CUST00165,57,330340,2112670,5,718,0,35211,1552663,883111,27528,Salaried,Single,High School,Owned,Car,0
CUST00166,35,1846956,1830968,18,836,2,8476,4058886,4641801,153913,Self-Employed,Married,Graduate,Owned,Business,0
CUST00167,29,607376,305318,29,797,2,877,7716986,4456311,50614,Salaried,Married,Graduate,Owned,Home,0
CUST00168,36,979084,4293250,22,733,2,16262,1274249,6000686,81590,Self-Employed,Single,Graduate,Mortgaged,Medical,1
CUST00169,22,159151,4668722,18,397,3,21614,1916307,7285405,13262,Business Owner,Single,Graduate,Rented,Business,1
CUST00170,26,1564693,450192,10,401,4,3751,1669220,1519993,130391,Business Owner,Single,Doctorate,Owned,Education,1
CUST00171,25,1196353,2097335,13,598,4,13444,5327351,2729557,99696,Salaried,Married,Graduate,Mortgaged,Personal,1
CUST00172,55,2187566,2613277,2,695,0,108886,4564450,6846997,182297,Business Owner,Married,Graduate,Mortgaged,Car,0
CUST00173,53,935744,3930436,11,700,3,29776,3273191,406444,77978,Salaried,Single,High School,Rented,Medical,0
CUST00174,51,630822,4934396,19,772,5,21642,1446311,6626246,52568,Salaried,Married,Graduate,Owned,Medical,1
CUST00175,41,540083,2110751,27,362,5,6514,6409610,7561656,45006,Self-Employed,Divorced,Post-Graduate,Rented,Medical,1
CUST00176,52,620373,3757169,27,404,1,11596,8092243,799566,51697,Salaried,Single,Doctorate,Rented,Business,1
CUST00177,28,1210061,4689933,24,389,4,16284,2206130,1134393,100838,Salaried,Single,Post-Graduate,Rented,Home,1
CUST00178,60,354841,4159974,1,624,4,346664,6697948,5474096,29570,Self-Employed,Single,High School,Rented,Personal,1
CUST00179,43,1095571,1487828,24,680,2,5166,7974556,3800416,91297,Self-Employed,Single,Post-Graduate,Owned,Personal,0
CUST00180,62,2158502,4096578,7,369,5,48768,5615241,7900737,179875,Self-Employed,Married,Post-Graduate,Rented,Home,1
CUST00181,28,1954003,2090541,18,821,3,9678,5778480,4357417,162833,Salaried,Married,High School,Rented,Medical,0
CUST00182,43,1647560,136731,28,482,4,406,1751365,5240816,137296,Self-Employed,Married,Doctorate,Mortgaged,Car,1
CUST00183,51,2248856,3806377,26,696,4,12199,9577004,1896699,187404,Salaried,Single,Post-Graduate,Owned,Education,1
CUST00184,43,1983505,4185239,20,750,4,17438,9569372,2595900,165292,Salaried,Married,Post-Graduate,Rented,Home,1
CUST00185,41,1683533,1751153,9,321,5,16214,7146526,1419344,140294,Salaried,Single,Graduate,Mortgaged,Medical,1
CUST00186,29,2178208,2282125,16,818,5,11886,9037118,1174967,181517,Self-Employed,Single,Graduate,Rented,Car,0
CUST00187,38,442364,1853567,21,882,2,7355,6113215,905111,36863,Salaried,Single,Post-Graduate,Rented,Personal,0
CUST00188,32,2072907,629280,15,875,3,3496,6646113,7142095,172742,Salaried,Divorced,Graduate,Rented,Personal,0
CUST00189,34,844168,4974374,12,383,3,34544,8308671,559642,70347,Business Owner,Married,Doctorate,Mortgaged,Home,1
CUST00190,51,1872697,161937,12,535,5,1124,477532,4131725,156058,Business Owner,Married,High School,Mortgaged,Business,1
CUST00191,49,2296297,2800291,18,439,2,12964,2274857,4065012,191358,Self-Employed,Married,Graduate,Owned,Home,0
CUST00192,48,1315658,123901,2,570,1,5162,2113701,447228,109638,Self-Employed,Single,Post-Graduate,Owned,Personal,0
CUST00193,37,358526,3462433,29,884,4,9949,6364150,6736166,29877,Unemployed,Married,Graduate,Owned,Car,1
CUST00194,63,1020036,4509200,3,757,5,125255,2499671,4005554,85003,Self-Employed,Married,Graduate,Owned,Personal,1
CUST00195,25,1106111,3235138,29,762,5,9296,3964998,1014070,92175,Salaried,Divorced,Post-Graduate,Rented,Car,1
CUST00196,36,2351327,3050537,2,553,0,127105,4988333,1029675,195943,Self-Employed,Married,Post-Graduate,Owned,Medical,0
CUST00197,27,2364885,4148224,15,861,5,23045,7463530,5604952,197073,Business Owner,Single,Graduate,Rented,Personal,0
CUST00198,36,1485894,4872460,13,852,4,31233,5222450,4957486,123824,Self-Employed,Widowed,Graduate,Rented,Personal,0
CUST00199,63,2384062,4316034,17,783,0,21157,342247,3300966,198671,Salaried,Married,Graduate,Rented,Business,1
CUST00200,37,1175283,1195547,13,788,0,7663,6898247,3241250,97940,Business Owner,Single,Graduate,Owned,Education,0
CUST00201,61,1116327,2838117,27,691,1,8759,4334349,281793,93027,Self-Employed,Single,Post-Graduate,Rented,Medical,0
CUST00202,43,2115790,4103109,1,357,5,341925,1222565,254820,176315,Salaried,Single,Post-Graduate,Owned,Medical,1
CUST00203,52,1718382,1508052,29,470,4,4333,6551848,4287778,143198,Unemployed,Married,Graduate,Mortgaged,Car,0
CUST00204,41,1377586,3392227,20,761,3,14134,2775172,2909256,114798,Self-Employed,Married,High School,Rented,Car,0
CUST00205,33,1223352,162861,23,496,3,590,4660329,2016066,101946,Business Owner,Single,High School,Owned,Medical,0
CUST00206,54,1808174,4392796,5,403,2,73213,9678193,3032794,150681,Unemployed,Single,Graduate,Owned,Business,1
CUST00207,63,1920632,3091296,2,868,5,128804,2455918,4842032,160052,Salaried,Married,Graduate,Rented,Home,1
CUST00208,33,1302886,3728409,12,593,0,25891,8863978,2345642,108573,Self-Employed,Married,Post-Graduate,Rented,Home,0
CUST00209,55,224216,4136070,10,816,1,34467,4697057,2794584,18684,Salaried,Single,Doctorate,Mortgaged,Car,1
CUST00210,33,389316,1132952,23,470,1,4104,9332281,2262342,32443,Business Owner,Single,Graduate,Owned,Personal,0
CUST00211,52,488769,2280172,27,515,5,7037,8512470,5331618,40730,Business Owner,Divorced,Post-Graduate,Owned,Education,1
CUST00212,55,1235906,4300285,13,505,3,27565,8339333,438305,102992,Business Owner,Widowed,Graduate,Mortgaged,Personal,0
CUST00213,41,1593367,865295,23,523,4,3135,2147706,7348026,132780,Self-Employed,Married,Graduate,Rented,Car,1
CUST00214,53,2038853,4121199,2,562,5,171716,7929699,4436072,169904,Self-Employed,Married,Graduate,Rented,Education,1
CUST00215,33,696497,1476006,22,478,1,5590,3735004,1956356,58041,Salaried,Divorced,Graduate,Mortgaged,Medical,0
CUST00216,25,1998505,2898764,3,788,5,80521,9110518,6075706,166542,Salaried,Single,Graduate,Rented,Education,0
CUST00217,26,1715222,2574445,20,495,0,10726,9904321,7518723,142935,Salaried,Divorced,Post-Graduate,Rented,Education,0
CUST00218,41,271394,3448139,12,564,4,23945,6156706,465680,22616,Business Owner,Married,Graduate,Mortgaged,Home,1
CUST00219,60,975373,4191572,13,816,4,26869,9136889,1634470,81281,Self-Employed,Married,High School,Owned,Education,1
CUST00220,27,861251,1777439,9,562,4,16457,5379920,1151330,71770,Self-Employed,Married,Graduate,Owned,Medical,1
CUST00221,41,2233617,900178,12,306,0,6251,436286,565559,186134,Salaried,Single,Doctorate,Owned,Home,0
CUST00222,52,2314812,2143000,26,300,5,6868,8752437,5909687,192901,Self-Employed,Married,High School,Owned,Education,1
CUST00223,30,2075259,3080141,24,561,4,10694,5350286,1541607,172938,Salaried,Married,Doctorate,Rented,Car,1
CUST00224,53,1390815,3764689,10,689,0,31372,535897,3068314,115901,Unemployed,Single,Doctorate,Mortgaged,Education,0
CUST00225,35,1308168,3779174,9,865,3,34992,747588,6519333,109014,Business Owner,Married,Graduate,Mortgaged,Medical,1
CUST00226,56,881992,1732805,15,378,4,9626,7260123,4894099,73499,Salaried,Widowed,Graduate,Rented,Business,1
CUST00227,46,1966303,4683435,20,625,2,19514,9246658,5420449,163858,Business Owner,Divorced,High School,Mortgaged,Education,0
CUST00228,45,352762,461685,6,473,2,6412,7004094,781592,29396,Salaried,Married,High School,Rented,Personal,0
